Name,Rating,Price,Category,Lat,Long,City,Address,Zip
Casa Blanca Pastry,5.0,$,"Desserts, Bakeries, Coffee & Tea",42.4085603137617,-70.9981208666298,Revere,60 Shirley Ave,02151
Renegade's Pub,4.0,$,"Pubs, Burgers",42.38689,-71.0068,Boston,1004 Bennington St,02128
El Penol 2,4.0,-----,Colombian,42.4131728056428,-71.0103313359611,Revere,570A Broadway,02151
Angela's Cafe - Orient Heights,4.0,$$,"Mexican, Breakfast & Brunch",42.3870999,-71.00631,Boston,1012 Bennington St,02128
Easy Pie,3.5,$$,"Pizza, Pubs, American (Traditional)",42.43206,-71.02305,Revere,649 Squire Rd,02151
Las Delicias Colombianas,3.5,$$,"Colombian, Bars",42.4082999,-70.99741,Revere,86 Shirley Ave,02151
Fresco's Roast Beef & Seafood,4.5,$$,"Seafood, Sandwiches, Pasta Shops",42.4294438512402,-71.0477199777961,Malden,775 Eastern Ave,02148
Uno Pizzeria & Grill,2.5,$$,"Pizza, American (Traditional), Gluten-Free",42.4272588,-71.0136885,Revere,339 Squire Rd,02151
Yankee Lobster,4.0,$$,Seafood,42.347921583679,-71.035987943405,Boston,300 Northern Ave,02210
Bisuteki Japanese Steak House,3.0,$$,Japanese,42.428385,-71.0150244,Revere,407 Squire Rd,02151
IHOP,2.5,$,"Breakfast & Brunch, American (Traditional), Burgers",42.42303,-71.00794,Revere,105 Squire Rd,02151
One Pot,4.0,$$,Chinese,42.4201615,-71.055011,Malden,475 Ferry St,02148
Chelsea Station Restaurant Bar & Lounge,4.0,$$,"Lounges, American (New), Cocktail Bars",42.3946237851425,-71.039215028286,Chelsea,105 Everett Ave,02150
One Mighty Mill,5.0,-----,"Bagels, Pretzels, Cafes",42.46363,-70.94214,Lynn,68 Exchange St,01901
S&L Subs,4.5,$,"Delis, Sandwiches",42.40168,-71.01955,Chelsea,462 Eastern Ave,02150
Pauli's,4.5,$$,"Sandwiches, Caterers, Seafood",42.363244212396,-71.0560854227807,Boston,65 Salem St,02113
C.G.K,3.5,$,"Breakfast & Brunch, Burgers",42.4301049,-71.0444875,Malden,906 Eastern Ave,02148
Jac's Cafe,4.5,$,"Breakfast & Brunch, Cafes",42.3859512805939,-70.9752269089222,Winthrop,29 Crest Ave,02152
Manne's Bakery,4.0,$,"Bakeries, Italian",42.42013,-71.0056199,Revere,910 Broadway,02151
99 Restaurants,3.0,$$,"Seafood, Pubs, American (Traditional)",42.41077,-70.996907,Revere,121 Vfw Pkwy,02151
Twist & Shake,4.5,$,Ice Cream & Frozen Yogurt,42.40698,-70.99154,Revere,82 Revere Beach Blvd,02151
Little Asia Restaurant,4.0,$$,Chinese,42.3864524,-71.0069258,Boston,991 Bennington St,02128
Fuji at Assembly,4.0,$$$,"Sushi Bars, Japanese",42.3941328067803,-71.0798665158369,Somerville,320 Canal St,02145
Nick's Bistro,3.5,$$,"Pizza, Seafood, Sandwiches",42.424156,-71.009773,Revere,169 Squire Rd,02151
Mi Pueblito Restaurant,4.5,$$,"Mexican, Salvadoran, Seafood",42.37904,-71.03989,Boston,333 Border St,02128
Taco El Paso,4.0,$,"Mexican, Salvadoran",42.40741,-71.05623,Everett,15 Norwood St,02149
El Peñol,4.5,$$,Colombian,42.37578,-71.03713,Boston,54 Bennington St,02128
Cinco De Mayo,3.0,$$,"Mexican, Tex-Mex",42.40697,-70.99318,Revere,124 Centennial Ave,02151
Millie's Kitchen,4.0,$,"Salad, Seafood, Kebab",42.3842362,-71.0045112,east boston,61 Bayswater St,02128
Hong Kong Dragon,4.0,$$,Chinese,42.37429,-70.98613,Winthrop,68 Woodside Ave,02152
Honey Honey Dessert Cafe,4.0,$,"Sandwiches, Cafes, Bakeries",42.4273875828179,-71.0671238097459,Malden,480 Main St,02148
Ocean Sushi,4.5,$$,"Sushi Bars, Japanese, Asian Fusion",42.4410327,-71.0682933,Melrose,16 Oak Grove Ave,02176
Torretta's Bakery & Ice Cream,4.0,$$,"Bakeries, Ice Cream & Frozen Yogurt, Breakfast & Brunch",42.39745,-70.99163,Revere,652 Winthrop Ave,02151
Tacos Lupita,4.0,$,Mexican,42.4636953005912,-70.9454874415965,Lynn,129 Munroe St,01901
Billy's Famous Roast Beef & Seafood,4.5,$,"Sandwiches, Seafood",42.4736099243164,-71.0618515014648,Wakefield,1291 Main St,01880
Battambang Market,4.5,$,International Grocery,42.4080294,-70.9963342,Revere,120 Shirley Ave,02151
Lovejoy Wharf,4.0,-----,"Breweries, Coffee & Tea, Breakfast & Brunch",42.3667457,-71.0600568,Boston,1 Lovejoy Wharf,02114
Saugus Deli,4.0,$$,"Pizza, Delis, Sandwiches",42.448343,-71.009596,Saugus,508 Lincoln Ave,01906
Neptune Oyster,4.5,$$$,"Seafood, Bars",42.3632711771092,-71.0560575975533,Boston,63 Salem St,02113
Santana's Plaza Café,4.5,$,"Brazilian, Bakeries, Breakfast & Brunch",42.406241883491,-71.0620308282847,Everett,161 Main St,02149
La Siesta Restaurante,4.0,$$,Mexican,42.374248,-70.986099,Winthrop,70 Woodside Ave,02152
Wendy's,1.5,$,"Burgers, Fast Food",42.4222550810789,-71.0060129178375,Revere,39 Squire Rd,02151
Bootleg Special,4.0,$$,"Cajun/Creole, Seafood, Tapas Bars",42.3471199,-71.06834,Boston,400 Tremont St,02116
Mike's Place,4.5,$$,"Sandwiches, Salad, Seafood",42.46035,-70.9896,Saugus,237 Hamilton St,01906
Flaming Grill & Buffet,3.5,$$,"Buffets, Chinese, Japanese",42.4253117,-71.0422425,Malden,52 Broadway,02148
Ultra Spicy House,3.0,-----,Chinese,42.4254775203146,-71.0421795397997,Malden,60 Broadway,02148
The Bangkok Thai and Pho,4.5,$$,"Vietnamese, Noodles, Thai",42.4523748663014,-71.0702171184262,Melrose,57 West Wyoming Ave,02176
Antonia's At The Beach Restaurant & Bar,3.0,$$,"Italian, Mediterranean, Seafood",42.4267148,-70.9813132,Revere,492 Revere Beach Blvd,02151
Companions,3.5,$$,American (New),42.4119791,-71.0112973,Revere,488 Broadway,02151
Luigi's Pizzeria,3.5,$,"Pizza, Italian",42.3979469,-70.9924217,Revere,616 Winthrop Ave,02151
D'Parma Restaurant,4.0,$$,Italian,42.3729231,-70.9714729,Winthrop,467 Shirley St,02152
Machu Chicken,4.5,$$,Peruvian,42.379965194776,-71.096731193915,Somerville,25 Union Sq,02143
Shoyu Chinese & Japanese cuisine,4.5,$$,"Japanese, Chinese, Sushi Bars",42.493415,-71.015567,Saugus,124 Broadway,01906
Luke's Lobster Back Bay,4.0,$$,Seafood,42.3485601423781,-71.0791224248571,Boston,75 Exeter Street,02116
Saigon Hut,4.0,$,Vietnamese,42.377266,-71.0390451,Boston,305 Meridian St,02128
Asia Gourmet,4.5,$,"Szechuan, Asian Fusion",42.4361,-71.0718307,Malden,264 Washington St,02148
Antique Table,4.5,$$,Italian,42.3861215,-70.9756185,Winthrop,19 Crest Ave,02152
Demaino's Restaurant,3.5,$$,Italian,42.4164236,-71.0088693,Revere,14 Malden St,02151
Emone Tofu,4.5,-----,"Korean, Barbeque, Soup",42.42976,-71.06097,Malden,184 Salem St,02148
Lucky Fast Food,4.0,$,Chinese,42.4254215884778,-71.042822599411,Malden,60 Broadway,02148
The Brown Jug,3.5,$$,"Pizza, Sports Bars",42.4032536388909,-71.0229346257841,Chelsea,1014 Revere Beach Pkwy,02150
Super Burrito,4.0,$,Mexican,42.4181932,-71.0505401,Everett,453 Ferry St,02149
Zo Greek,4.5,$$,"Greek, Bars",42.39193,-71.07853,Somerville,355 Revolution Dr,02145
Boston Chowda,4.0,$$,"Seafood, Soup, Sandwiches",42.360065,-71.055374,Boston,1 Faneuil Hall Market Pl,02109
Common Ground Coffee Roasters,4.5,$,"Coffee & Tea, Breakfast & Brunch, Sandwiches",42.40233,-71.04391,Everett,1727 Revere Beach Pkwy,02149
Popover King,5.0,-----,"Breakfast & Brunch, Bakeries, Coffee & Tea",42.36384,-71.0597,Boston,74 Canal St,02114
Chili's,3.0,$$,"American (Traditional), Bars, Tex-Mex",42.40416,-71.02194,Chelsea,1040 Revere Beach Pkwy,02150
Santarpio's Pizza,4.0,$$,Pizza,42.37261,-71.03524,Boston,111 Chelsea St,02128
Adriatic,4.5,$$,Mediterranean,42.3719166219234,-70.9705471247435,Winthrop,503 Shirley St,02152
The Blue Ox,4.5,$$,American (New),42.46323,-70.94764,Lynn,191 Oxford St,01901
Kelly's Roast Beef,3.0,$$,"Sandwiches, Seafood",42.481972,-71.022005,Saugus,595 Broadway Rt 1S,01906
Thai Cafe,4.0,$,Thai,42.46325,-70.9396869,Lynn,114A Broad St,01902
Chilacates Mexican Street Food,4.0,-----,"Mexican, Street Vendors",42.34306,-71.06942,Boston,275 Shawmut Ave,02118
Curly's Restaurant,4.5,$$,"Mexican, Latin American",42.3895399,-71.04033,Chelsea,150 Broadway,02150
Izzy's Restaurant & Sub Shop,4.5,$,"American (Traditional), Puerto Rican",42.3662872314453,-71.0955657958984,Cambridge,169 Harvard St,02139
Rite Spice Caribbean,4.5,$,Caribbean,42.4681386,-70.9588418,Lynn,532 Western Ave,01904
Nick's Place,3.0,$,"Greek, Sandwiches, Salad",42.3760185241699,-70.9861297607422,Winthrop,70 Pauline St,02152
District Kitchen,4.0,$$,"Chinese, Noodles, Cocktail Bars",42.42765,-71.07362,Malden,2 Florence St,02148
Philly Pretzel Factory,4.5,$$,Pretzels,42.4208288319525,-71.0048992568064,Revere,4 Squire Rd,02151
Dimino's Sub Sandwiches,3.5,$,"American (Traditional), Sandwiches",42.3991165161133,-70.9942321777344,Revere,190 Revere Beach Pkwy,02151
Winthrop House of Pizza,4.0,$$,Pizza,42.3824661,-70.980615,Winthrop,48 Revere St,02152
Seasons,5.0,-----,"Wine Bars, Burgers, Salad",42.4233070785326,-70.9286713358663,Nahant,1 Willow Rd,01908
Fiore's Market,5.0,$,Grocery,42.4166646,-71.0023388,Revere,172 Revere St,02151
GreCo,4.5,$$,"Greek, Salad, Sandwiches",42.35006,-71.0817,Boston,225 Newbury St,02116
Rincon Limeño Restaurant,4.5,$$,"Latin American, Peruvian",42.37984,-71.02687,East Boston,409 Chelsea St,02128
Hot Eastern,4.0,$$,Szechuan,42.35161,-71.06095,Boston,42 Beach St,02111
A&B Burgers,3.5,-----,"Burgers, Barbeque, Salad",42.3659464166942,-71.0600307477639,Boston,115 Beverly St,02114
Fouad Market,5.0,-----,"International Grocery, Delis, Meat Shops",42.4248043,-71.0424407,Malden,42A Broadway,02148
Nick's Deli,4.0,$,Delis,42.4296827,-71.0226555,Revere,750 Washington Ave,02151
Shabu & Mein,4.0,$$,"Hot Pot, Ramen",42.366246432066,-71.077893152833,Cambridge,148 1st St,02142
Giacomo's Ristorante,4.0,$$,"Italian, Wine Bars, Seafood",42.36458,-71.05344,Boston,355 Hanover St,02113
El Potro Mexican Grill,4.5,$$,"Mexican, Bars",42.4193088,-71.0799949,Malden,156 Highland Ave,02148
Figaro's,4.5,$,Delis,42.3506813049316,-71.0583190917969,Boston,105 Beach St,02111
Border Cafe,3.5,$$,"Mexican, Tex-Mex, Cajun/Creole",42.4844762821121,-71.0185130647786,Saugus,356 Broadway,01906
wagamama - seaport,4.0,$$,"Asian Fusion, Noodles",42.35282325404,-71.0440695369665,Boston,100 Northern Ave,02210
Gauchao Brazilian Cuisine,4.5,$,"Brazilian, Barbeque, Buffets",42.3875277826975,-71.0834527393341,Somerville,102 Broadway,02145
Pho Minh Ky,4.0,$,Vietnamese,42.4655458,-70.942696,Lynn,238 Union St,01901
Belle Isle Seafood,3.5,$$,Seafood,42.3826116,-70.9936784,Winthrop,One Main St,02152
Revere House of Pizza,3.0,$,Pizza,42.4097186,-71.0127385,Revere,354 Broadway St,02151
Tahaza Hummus Kitchen,4.0,$,Mediterranean,42.36957,-71.07678,Cambridge,1 Canal Park,02141
Shawarma Falafel,4.5,$,Middle Eastern,42.357013,-71.0597644,Boston,26 Province St,02108
Mandarin Buffet,3.0,$$,"Buffets, Chinese, Seafood",42.4048063,-71.023715,Chelsea,1100 Revere Beach Pkwy,02150
Subway,5.0,$,"Sandwiches, Fast Food",42.41061,-71.0003,Revere,3 Everett St,02151
Hometown Pizza,4.0,$,"Pizza, Salad, Italian",42.4488732218742,-71.0111725330353,Saugus,23 Essex St,01906
Iron Town Diner,4.5,$$,"Diners, Breakfast & Brunch",42.4725415,-71.0359014,Saugus,325 Main St,01906
Mehak,4.0,$$,"Indian, Pakistani",42.3671035766602,-71.0360794067383,Boston,329 Sumner St,02128
Angela's Coal Fired Pizza,4.0,$$,"Pizza, Italian",42.470712,-71.024932,Saugus,880 Broadway Rt 1,01906
Happy Kitchen,4.0,-----,Chinese,42.3823767,-70.9801559,Winthrop,57 Revere St,02152
Los Pinos Mexican Restaurant & Grill,4.5,$,Mexican,42.3760733753443,-71.0360319167376,Boston,82 Bennington St,02128
Pisa Pizza,4.0,$,"Pizza, Salad, Chicken Wings",42.42355,-71.0769399,Malden,133 Pearl St,02148
Amateras Ramen,4.0,$$,Ramen,42.35097,-71.05715,Boston,112 South St,02111
KO Pies At the Shipyard,4.5,$$,"Australian, Bars, Seafood",42.364075640365,-71.0316231238073,Boston,256 Marginal St,02128
Sousaku Bistro Japanese Tapas & Bar,4.0,$$,"Japanese, Tapas/Small Plates, Sushi Bars",42.42539,-71.06336,Malden,166 Eastern Ave,02148
Pollo Royal,3.0,$$,Latin American,42.4124336242676,-71.0102615356445,Revere,529 Broadway,02151
Dig Inn,4.0,$$,American (New),42.3507,-71.07617,Boston,557 Boylston St,02116
Katie's Kitchen,5.0,-----,"Specialty Food, Soup",42.3741,-70.98676,Winthrop,18 Bartlett Rd,02152
D'Parma Restaurant,4.0,$$,Italian,42.36935,-71.04032,East Boston,182 Sumner St,02128
Chinese Dragon,3.0,$$,Chinese,42.37937,-71.02808,Boston,380 Chelsea St,02128
Sun Kong,3.5,$$,"Dim Sum, Seafood, Noodles",42.42617,-71.06059,Malden,275 Eastern Ave,02148
Sach Ko,4.0,-----,"Food Trucks, Asian Fusion, Bubble Tea",42.47749,-70.94905,Lynn,515 Chestnut St,01904
Mike's Roast Beef,4.0,$,American (Traditional),42.39778,-71.06379,Everett,115 Broadway,02149
Sabor Salvadoreño,2.5,$$,"Mexican, Salvadoran",42.4170455932617,-71.0006561279297,Revere,227 Revere St,02151
Osaka Lucky Garden,3.5,$$,"Chinese, Thai, Japanese",42.3717550188303,-70.9703124314547,Winthrop,522 Shirley St,02152
Nick's Place,2.5,$,Pizza,42.40572,-70.99153,Revere,64 Revere Beach Blvd,02151
Spyce,4.0,$,"Italian, Thai, Lebanese",42.35804,-71.05815,Boston,241 Washington St,02201
My Diner,4.0,$,"Breakfast & Brunch, American (Traditional)",42.452768596416,-71.0665923992219,Melrose,399 Main St,02176
Saus,4.0,$,"Beer Bar, American (Traditional)",42.3610800091721,-71.0570718850568,Boston,33 Union St,02108
Hoya,4.0,$$,"Sushi Bars, Japanese, Chinese",42.460673,-71.0357407,Saugus,467 Essex St,01906
Mike & Patty's,4.5,$,"Sandwiches, Breakfast & Brunch",42.348561,-71.067928,Boston,12 Church St,02116
Napoles Restaurant,3.0,$$,"Colombian, Bars, Buffets",42.38991,-70.99673,Boston,1233 Bennington St,02128
Boston Burger - Boston,4.0,$$,"Burgers, American (New)",42.346827,-71.0884733,Boston,1100 Boylston St,02215
Hacienda Corona - Lynn,4.0,$$,Mexican,42.45336,-70.96266,Lynn,649 Lynnway,01905
Tides Restaurants & Pub,3.0,$$,Seafood,42.436704,-70.936392,Nahant,2 Wilson Rd,01908
All Seasons Table,4.0,$$,"Chinese, Sushi Bars, Japanese",42.4268,-71.068994,Malden,64 Pleasant St,02148
Casa Antigua Restaurant,4.0,$$,"Latin American, Mexican",42.463836,-70.9469556,Lynn,129 Oxford St,01901
Gourmet Dumpling House,3.5,$$,Chinese,42.3514616954526,-71.0606415876193,Boston,52 Beach St,02111
Italian Express Pizzeria,4.5,$$,"Italian, Pizza",42.367273879279,-71.035738156977,Boston,336 Sumner St,02128
Fuddruckers,3.5,$$,"Burgers, American (Traditional)",42.469151,-71.024458,Saugus,900 Broadway Rt 1 N,01906
Silk Road Uyghur Cuisine,4.0,$$,"Noodles, Asian Fusion",42.37211,-71.08712,Cambridge,645 Cambridge St,02141
Papa Jacks Pizza & Italian Eatery,3.5,$,Pizza,42.4088172912598,-71.0128021240234,Revere,327 Broadway,02151
The Square Deli,4.5,$,"Delis, American (Traditional), Barbeque",42.40639,-71.05578,Everett,421 Broadway,02149
Mexico Lindo,4.5,$,Mexican,42.4639839,-70.9504195,Lynn,16 Market St,01901
The Social Register,4.0,$$,"Tapas/Small Plates, American (New), Seafood",42.34302,-71.04513,Boston,401 D St,02210
Oliveira's Steak House,4.0,$$,"Brazilian, Steakhouses",42.3769684,-71.0301895,Boston,297 Chelsea St,02128
QDOBA Mexican Eats,3.5,$,"Mexican, Fast Food",42.4041552,-71.0814092417336,Medford,523 Fellsway,02155
Habesha Ethiopian Restaurant,4.0,$$,"Ethiopian, Wine Bars",42.4288127989661,-71.0668732970953,Malden,535 Main St,02148
Kien Giang Restaurant,4.0,$,Vietnamese,42.40295,-71.049202,Everett,1871 Revere Beach Pkwy,02149
Kelly's Roast Beef,3.0,$$,"Sandwiches, Fast Food",42.4038541248874,-71.0791479627917,Medford,35 Revere Beach Pkwy Rt 16 E,02155
Mario's Restaurant,4.5,$$,Italian,42.37817,-71.02886,Boston,347 Chelsea St,02128
3 Amigos Bar & Grill,4.0,$$,"Mexican, American (New), Cocktail Bars",42.425859,-71.067301,Malden,375 Main St,02148
Pine River Fish Market,4.5,$$,Seafood Markets,42.419875,-71.002443,Revere,400 American Legion Hwy,02151
Rosticeria Cancun 2,4.5,$,Mexican,42.3736801,-71.0388184,Boston,145 Meridian St,02128
Tenoch Mexican,4.0,$,"Mexican, Food Trucks",42.363278,-71.051844,Boston,3 Lewis St,02110
The Friendly Toast,4.0,$$,"Bars, Breakfast & Brunch, Diners",42.3485299,-71.07325,Back Bay,35 Stanhope St,02116
Winthrop Center Cafe,4.0,$,"Diners, Breakfast & Brunch, Cafes",42.3750915527344,-70.9867782592773,Winthrop,36 Woodside Ave,02152
Chipotle Mexican Grill,3.0,$,"Mexican, Fast Food",42.479643,-71.021163,Saugus,444 Broadway,01906
Diblasi's Subs,4.5,$,"Sandwiches, Cheesesteaks, Pizza",42.412126,-71.0510725,Everett,616 Broadway,02149
Express Burritos,3.0,$,Mexican,42.3762054682633,-70.9835718211061,Winthrop,205 Winthrop St,02152
Anna's Taqueria,3.5,$,Mexican,42.3610414265935,-71.0679904717241,Boston,242 Cambridge St,02114
Market Basket,3.0,$$,Grocery,42.4274540677521,-71.0106338888898,Revere,275 Squire Rd,02151
La Hacienda Restaurant and Bar,4.0,$$,"Mexican, Bars",42.37399,-71.03925,East Boston,150 Meridian St,02128
Odyssey Grill & Pizza,3.5,$,"Italian, Greek",42.3823755,-70.9924442,Winthrop,63 Main St,02152
Masala Square Indian Kitchen,5.0,-----,"Indian, Vegan",42.37985,-71.09679,Somerville,23 Union Square,02143
SOJUba,4.0,$$,"Korean, Lounges",42.34475,-71.09596,Boston,1260 Boylston St,02215
Baity,4.5,-----,"Mediterranean, Egyptian",42.4152607,-71.0933184,Medford,84 Spring St,02155
The Daily Catch,4.0,$$,"Italian, Seafood, Coffee & Tea",42.36406,-71.05397,Boston,323 Hanover St,02113
Tony & Elaine’s,4.5,-----,Italian,42.36559,-71.05812,Boston,111 N Washington St,02114
Clay Pot Cafe,4.0,$,Cantonese,42.3504982,-71.0604549,Boston,74 Kneeland St,02111
Cafe El Molino,4.0,$,Dominican,42.4568787,-70.9725571,Lynn,937 Western Ave,01905
Sayar Market,3.0,$,International Grocery,42.4102597856656,-71.000901520166,Revere,3 Everett St,02151
La Cancun,4.0,$$,"Mexican, Latin American, Seafood",42.369244077092,-71.040182052625,Boston,192 Sumner St,02128
Pizza Center,5.0,-----,Pizza,42.3746109008789,-70.9869537353516,Winthrop,47 Woodside Ave,02152
Cafe Rossetti's,4.5,$$,Italian,42.375705,-70.971138,Winthrop,115 Winthrop Shore Dr,02152
Sammy Carlo's Delicatessen & Catering,4.5,$,"Italian, American (Traditional), Delis",42.3825053028563,-71.0185490162933,East Boston,567 Bennington St,02128
Maria's Taqueria,4.0,$,Mexican,42.35139,-71.06457,Boston,226 Tremont St,02116
Taco Mex,3.5,$$,"Mexican, Latin American, Seafood",42.36967,-71.03861,Boston,65 Maverick Sq,02128
Rino's Place,4.0,$$,Italian,42.3780632,-71.0329114,Boston,258 Saratoga St,02128
Lena's Sandwich Shop,4.0,$,Sandwiches,42.448455,-71.009154,Saugus,496 Lincoln Ave,01906
Yoki Express,4.0,$$,"Sushi Bars, Japanese, Poke",42.3508518924201,-71.0462842608361,Boston,53 Boston Wharf Rd,02210
Tan-Mai Pho and Bakery,4.0,$,"Vietnamese, Bakeries",42.4251054897245,-71.043002233476,Malden,60 Broadway,02148
Himalayan Kitchen,4.5,$$,"Indian, Himalayan/Nepalese",42.38147,-71.09782,Somerville,40 Bow St,02143
Brick Yard Bar & Grill,4.5,$$,"Bars, American (Traditional)",42.45791,-70.95176,Lynn,163 Blossom St,01902
Kanes Donuts,4.5,$$,Donuts,42.4530813,-70.991393,Saugus,120 Lincoln Ave,01906
